state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
idaho,summer-squash,Zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
idaho,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Starting Now,Last Chance,,,,
idaho,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Last Chance,,,
idaho,tarragon,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
idaho,thyme,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
idaho,tomatillos,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
idaho,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
idaho,turnips,Turnip,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
idaho,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
idaho,watermelon,Watermelon,,,,,,Starting Now,Prime Time,Last Chance,,,,
idaho,winter-squash,Pumpkin,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
idaho,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
illinois,apples,Apple,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,arugula,Rocket,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
illinois,asian-pears,Asian pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,asparagus,Asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
illinois,basil,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,beets,Beetroot,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
illinois,blackberries,Blackberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,blueberries,Blueberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,bok-choy,Bok choy,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,boysenberries,Boysenberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,brambles,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,broccoli,Broccoli,,,Starting Now,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,brussels-sprouts,Brussels sprouts,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
illinois,cabbage,White cabbage,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,
illinois,cantaloupe,Cantaloupe,,,,,,,,Starting Now,Last Chance,,,
illinois,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
illinois,carrots,Carrot,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,cauliflower,Cauliflower,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,celery,Celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,celery-root,Celeriac,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,chard,Chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
illinois,cherries,Cherry,,,,,Starting Now,Prime Time,Last Chance,,,,,
illinois,chicories,Chicory,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
illinois,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,chives,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,cilantro,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
illinois,collard-greens,Collard greens,,,,,Prime Time,,,,,Starting Now,Last Chance,
illinois,corn,Corn,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
illinois,cucumbers,Cucumber,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,currants,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
illinois,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,endive,Endive,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
illinois,garlic,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
illinois,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
illinois,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
illinois,green-beans,Green bean,,,,,,Starting Now,Prime Time,Last Chance,,,,
illinois,green-onions,Green onion,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,ground-cherries,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,horseradish,Horseradish,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,kale,Kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,kohlrabi,Kohlrabi,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
illinois,lamb's-quarters,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
illinois,leeks,Leek,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
illinois,lettuce,Lettuce,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,
illinois,lima-beans,X,,,,,,,,,Starting Now,Last Chance,,
illinois,melons,Melon,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,mint,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
illinois,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
illinois,mustard-greens,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,nectarines,Nectarine,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,okra,Okra,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,onions,Onion,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,oregano,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,parsley,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
illinois,parsnips,Parsnip,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
illinois,pawpaw,Pawpaw,,,,,,,,,Starting Now,Last Chance,,
illinois,pea-shoots,X,,,,,Starting Now,Last Chance,,,,,,
illinois,peaches,Peach,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,peas,Peas,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,plums,Plum,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,potatoes,Potato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,pumpkin,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
illinois,purslane,Purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,quince,Quince,,,,,,,,,Starting Now,Last Chance,,
illinois,radicchio,Radicchio,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
illinois,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,ramps,X,,,,Starting Now,Last Chance,,,,,,,
illinois,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
illinois,raspberries,Raspberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,rhubarb,Rhubarb,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,rosemary,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,sage,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
illinois,shallots,Shallots,Last Chance,,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now
illinois,shell-beans,X,,,,,,,,,Starting Now,Last Chance,,
illinois,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Last Chance,,,,
illinois,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
illinois,sorrel,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
illinois,spinach,Spinach,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
illinois,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
illinois,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
illinois,summer-squash,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
illinois,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Prime Time,,,,,
illinois,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
illinois,tarragon,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
illinois,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,tomatillos,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,tomatoes,Tomato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,turnips,Turnip,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
illinois,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
illinois,watermelon,Watermelon,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
illinois,winter-squash,Pumpkin,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
illinois,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,arugula,Rocket,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,asparagus,Asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,basil,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
indiana,beets,Beetroot,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
indiana,blackberries,Blackberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
indiana,blueberries,Blueberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,bok-choy,Bok choy,,,,,,,,Starting Now,Last Chance,,,
indiana,boysenberries,Boysenberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
indiana,brambles,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
indiana,broccoli,Broccoli,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Last Chance,,
indiana,brussels-sprouts,Brussels sprouts,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,cabbage,White cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
indiana,carrots,Carrot,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,cauliflower,Cauliflower,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
indiana,celery,Celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,celery-root,Celeriac,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,chard,Chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
indiana,chicories,Chicory,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
indiana,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,cilantro,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,collard-greens,Collard greens,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
indiana,corn,Corn,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,cucumbers,Cucumber,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Last Chance,,,
indiana,endive,Endive,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
indiana,fava-beans,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,garlic,X,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
indiana,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
indiana,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
indiana,grapes,Grapes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,green-onions,Green onion,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,ground-cherries,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
indiana,kale,Kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,kohlrabi,Kohlrabi,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
indiana,lamb's-quarters,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,leeks,Leek,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,lettuce,Lettuce,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,lima-beans,X,,,,,,,,,Starting Now,Last Chance,,
indiana,melons,Melon,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,mint,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,morels,X,,,,Starting Now,Last Chance,,,,,,,
indiana,mushrooms,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,mustard-greens,X,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
indiana,nectarines,Nectarine,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,okra,Okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,onions,Onion,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,oregano,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,parsley,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,parsnips,Parsnip,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
indiana,pea-shoots,X,,,Starting Now,Last Chance,,,,,,,,
indiana,peaches,Peach,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,peas,Peas,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Last Chance,,,
indiana,persimmons,Persimmon,,,,,,,,,,Prime Time,,
indiana,plums,Plum,,,,,,,Starting Now,Last Chance,,,,
indiana,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
indiana,purslane,Purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,quince,Quince,,,,,,,,,Starting Now,Last Chance,,
indiana,radicchio,Radicchio,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
indiana,radishes,Radish,,,,Starting Now,Last Chance,,,,Starting Now,Last Chance,,
indiana,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
indiana,raspberries,Raspberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,rhubarb,Rhubarb,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,sage,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
indiana,shallots,Shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
indiana,shell-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,snap-peas,Sugar snaps,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
indiana,snow-peas,Snow peas,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
indiana,sorrel,X,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,spinach,Spinach,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
indiana,strawberries,Strawberry,,,,,Starting Now,Prime Time,Last Chance,,,,,
indiana,summer-squash,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,sunchokes,Jerusalem artichoke,,,,,,,Prime Time,,,,,
indiana,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Last Chance,,,
indiana,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,tomatillos,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,tomatoes,Tomato,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,turnips,Turnip,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
indiana,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
indiana,watermelon,Watermelon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,winter-squash,Pumpkin,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,zucchini,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,apples,Apple,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,apricots,Abricot,,,,,,,Starting Now,Last Chance,,,,
iowa,arugula,Rocket,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,asparagus,Asparagus,,,,,Starting Now,Last Chance,,,,,,
iowa,basil,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,beets,Beetroot,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
iowa,blackberries,Blackberry,,,,,,,Starting Now,Last Chance,,,,
iowa,blueberries,Blueberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
iowa,bok-choy,Bok choy,,,,,,,,Prime Time,,,,
iowa,brambles,X,,,,,,,Starting Now,Last Chance,,,,
iowa,broccoli,Broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Last Chance,,
iowa,cabbage,White cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cantaloupe,Cantaloupe,,,,,,,,Starting Now,Last Chance,,,
iowa,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
iowa,carrots,Carrot,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cauliflower,Cauliflower,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,celery,Celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,celery-root,Celeriac,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,chard,Chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
iowa,chicories,Chicory,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,chili-peppers,X,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cilantro,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,collard-greens,Collard greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,cucumbers,Cucumber,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,endive,Endive,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,fava-beans,X,,,,,Prime Time,,,,,,,
iowa,fennel,Fennel,,,,,,,,Starting Now,Last Chance,,,
iowa,figs,Fig,,,,,,,,Starting Now,Last Chance,,,
iowa,garlic,X,,,,,,,,,Starting Now,Last Chance,,
iowa,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
iowa,gooseberries,Gooseberry,,,,,,,,Starting Now,Last Chance,,,
iowa,grapes,Grapes,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,green-onions,Green onion,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,ground-cherries,X,,,,,,,,Starting Now,Last Chance,,,
iowa,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
iowa,kale,Kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,kohlrabi,Kohlrabi,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lamb's-quarters,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,leeks,Leek,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
iowa,lettuce,Lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lima-beans,X,,,,,,,,,Starting Now,Last Chance,,
iowa,melons,Melon,,,,,,,,Starting Now,Last Chance,,,
iowa,mint,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,morels,X,,,,,Prime Time,,,,,,,
iowa,mushrooms,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,mustard-greens,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,nectarines,Nectarine,,,,,,,Starting Now,Last Chance,,,,
iowa,onions,Onion,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,oregano,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,parsley,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,parsnips,Parsnip,,,,,Prime Time,,,,,Prime Time,,
iowa,pawpaw,Pawpaw,,,,,,,,,Starting Now,Last Chance,,
iowa,pea-shoots,X,,,,Starting Now,Last Chance,,,,,,,
iowa,peaches,Peach,,,,,,,Starting Now,Last Chance,,,,
iowa,pears,Pear,,,,,,,,Starting Now,Last Chance,,,
iowa,peas,Peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,peppers,Bell pepper,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,persimmons,Persimmon,,,,,,,,,,Prime Time,,
iowa,plums,Plum,,,,,,,Starting Now,Last Chance,,,,
iowa,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
iowa,purslane,Purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,quince,Quince,,,,,,,,,Starting Now,Last Chance,,
iowa,radicchio,Radicchio,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,ramps,X,,,,Starting Now,Last Chance,,,,,,,
iowa,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
iowa,raspberries,Raspberry,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,rhubarb,Rhubarb,,,,,Starting Now,Last Chance,,,,,,
iowa,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
iowa,sage,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
iowa,shallots,Shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
iowa,shell-beans,X,,,,,,,,,Starting Now,Last Chance,,
iowa,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
iowa,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
iowa,sorrel,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,spinach,Spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
iowa,strawberries,Strawberry,,,,,,Prime Time,,,,,,
iowa,summer-squash,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,sunchokes,Jerusalem artichoke,,,,,,,Starting Now,Last Chance,,,,
